TERRITORIO,TERRITORIO_CODE,TIME_PERIOD,TIME_PERIOD_CODE,SEXO,SEXO_CODE,SECTOR_EJECUCION,SECTOR_EJECUCION_CODE,MEDIDAS,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION,CONFIDENCIALIDAD_OBSERVACION_CODE,ESTADO_OBSERVACION,NOTAS_OBSERVACION
Galicia,ES11,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,23.9,,,,
Galicia,ES11,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,35.1,,,,
Galicia,ES11,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,63.4,,,,
Galicia,ES11,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,21.1,,,,
Galicia,ES11,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,42.3,,,,
Galicia,ES11,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,51.2,,,,
Galicia,ES11,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,20,,,,
Galicia,ES11,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,31.2,,,,
Principado de Asturias,ES12,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2.2,,,,
Principado de Asturias,ES12,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1.6,,,,
Principado de Asturias,ES12,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,0.6,,,,
Principado de Asturias,ES12,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1.5,,,,
Principado de Asturias,ES12,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1.5,,,,
Principado de Asturias,ES12,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,0.0,,,,
Principado de Asturias,ES12,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,4.7,,,,
Principado de Asturias,ES12,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,3.1,,,,
Principado de Asturias,ES12,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1.6,,,,
Principado de Asturias,ES12,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3.7,,,,
Principado de Asturias,ES12,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2.1,,,,
Principado de Asturias,ES12,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1.6,,,,
Principado de Asturias,ES12,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7.9,,,,
Principado de Asturias,ES12,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,4.9,,,,
Principado de Asturias,ES12,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,3,,,,
Principado de Asturias,ES12,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,6.1,,,,
Principado de Asturias,ES12,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4.1,,,,
Principado de Asturias,ES12,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2,,,,
Cantabria,ES13,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,19.9,,,,
Cantabria,ES13,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,10.6,,,,
Cantabria,ES13,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,9.3,,,,
Cantabria,ES13,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,17.8,,,,
Cantabria,ES13,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,10.5,,,,
Cantabria,ES13,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,7.3,,,,
Cantabria,ES13,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,31.9,,,,
Cantabria,ES13,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,19.2,,,,
Cantabria,ES13,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,12.7,,,,
Cantabria,ES13,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,29.9,,,,
Cantabria,ES13,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,19.2,,,,
Cantabria,ES13,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,10.7,,,,
Cantabria,ES13,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,61.4,,,,
Cantabria,ES13,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,37.2,,,,
Cantabria,ES13,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,24.2,,,,
Cantabria,ES13,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,54.9,,,,
Cantabria,ES13,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,36.2,,,,
Cantabria,ES13,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,18.7,,,,
País Vasco,ES21,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,17.4,,,,
País Vasco,ES21,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5.4,,,,
País Vasco,ES21,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,12.0,,,,
País Vasco,ES21,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,13.9,,,,
País Vasco,ES21,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3.4,,,,
País Vasco,ES21,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,10.5,,,,
País Vasco,ES21,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,20,,,,
País Vasco,ES21,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6,,,,
País Vasco,ES21,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,14,,,,
País Vasco,ES21,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,14.2,,,,
País Vasco,ES21,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3.5,,,,
País Vasco,ES21,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,10.7,,,,
País Vasco,ES21,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,19,,,,
País Vasco,ES21,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5.4,,,,
País Vasco,ES21,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,13.6,,,,
País Vasco,ES21,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,12.6,,,,
País Vasco,ES21,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2.8,,,,
País Vasco,ES21,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,9.8,,,,
Comunidad Foral de Navarra,ES22,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Comunidad Foral de Navarra,ES22,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,0.8,,,,
La Rioja,ES23,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,0.5,,,,
La Rioja,ES23,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,0.3,,,,
La Rioja,ES23,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,0.8,,,,
La Rioja,ES23,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,0.5,,,,
La Rioja,ES23,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,0.3,,,,
La Rioja,ES23,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
La Rioja,ES23,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Aragón,ES24,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Aragón,ES24,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,0.0,,,,
Aragón,ES24,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Aragón,ES24,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Aragón,ES24,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,0.0,,,,
Aragón,ES24,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Aragón,ES24,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,18,,,,
Aragón,ES24,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8.4,,,,
Aragón,ES24,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,9.6,,,,
Aragón,ES24,2022,2022,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,9.6,,,,
Aragón,ES24,2022,2022,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5.4,,,,
Aragón,ES24,2022,2022,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4.2,,,,
Aragón,ES24,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,28.7,,,,
Aragón,ES24,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,14.9,,,,
Aragón,ES24,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,13.8,,,,
Aragón,ES24,2023,2023,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,13.5,,,,
Aragón,ES24,2023,2023,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,8.2,,,,
Aragón,ES24,2023,2023,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5.3,,,,
Comunidad de Madrid,ES30,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,174.4,,,,
Comunidad de Madrid,ES30,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,59.4,,,,
Comunidad de Madrid,ES30,2021,2021,Mujeres,F,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,115.0,,,,
Comunidad de Madrid,ES30,2021,2021,Total,_T,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,99.7,,,,
Comunidad de Madrid,ES30,2021,2021,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,39.2,,,,
