TERRITORIO,TERRITORIO_CODE,TIME_PERIOD,TIME_PERIOD_CODE,SEXO,SEXO_CODE,SECTOR_EJECUCION,SECTOR_EJECUCION_CODE,MEDIDAS,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION,CONFIDENCIALIDAD_OBSERVACION_CODE,ESTADO_OBSERVACION,NOTAS_OBSERVACION
Cataluña,ES51,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,16807.7,,,,
Cataluña,ES51,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8816.8,,,,
Cataluña,ES51,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7990.9,,,,
Cataluña,ES51,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,12039.4,,,,
Cataluña,ES51,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,7036.9,,,,
Cataluña,ES51,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5002.5,,,,
Cataluña,ES51,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,17403.4,,,,
Cataluña,ES51,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8969.9,,,,
Cataluña,ES51,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8433.5,,,,
Cataluña,ES51,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,12378.3,,,,
Cataluña,ES51,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,7152.3,,,,
Cataluña,ES51,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5226,,,,
Cataluña,ES51,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,18249.1,,,,
Cataluña,ES51,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,9381,,,,
Cataluña,ES51,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8868.1,,,,
Cataluña,ES51,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,12693.9,,,,
Cataluña,ES51,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,7292.5,,,,
Cataluña,ES51,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5401.4,,,,
Comunidad Valenciana,ES52,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,9921.1,,,,
Comunidad Valenciana,ES52,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5367.5,,,,
Comunidad Valenciana,ES52,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,4553.6,,,,
Comunidad Valenciana,ES52,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,7371.8,,,,
Comunidad Valenciana,ES52,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4241.5,,,,
Comunidad Valenciana,ES52,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3130.3,,,,
Comunidad Valenciana,ES52,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,10392.3,,,,
Comunidad Valenciana,ES52,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5591.7,,,,
Comunidad Valenciana,ES52,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,4800.6,,,,
Comunidad Valenciana,ES52,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,7653.2,,,,
Comunidad Valenciana,ES52,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4411.3,,,,
Comunidad Valenciana,ES52,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3241.9,,,,
Comunidad Valenciana,ES52,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,11048.3,,,,
Comunidad Valenciana,ES52,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5884.3,,,,
Comunidad Valenciana,ES52,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5164,,,,
Comunidad Valenciana,ES52,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,8002.1,,,,
Comunidad Valenciana,ES52,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4568,,,,
Comunidad Valenciana,ES52,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3434.1,,,,
Illes Balears / Islas Baleares,ES53,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Illes Balears / Islas Baleares,ES53,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Illes Balears / Islas Baleares,ES53,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Illes Balears / Islas Baleares,ES53,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Illes Balears / Islas Baleares,ES53,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Illes Balears / Islas Baleares,ES53,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Illes Balears / Islas Baleares,ES53,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1631.8,,,,
Illes Balears / Islas Baleares,ES53,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,837.3,,,,
Illes Balears / Islas Baleares,ES53,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,794.5,,,,
Illes Balears / Islas Baleares,ES53,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1420.3,,,,
Illes Balears / Islas Baleares,ES53,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,727.5,,,,
Illes Balears / Islas Baleares,ES53,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,692.8,,,,
Illes Balears / Islas Baleares,ES53,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1671.4,,,,
Illes Balears / Islas Baleares,ES53,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,877.1,,,,
Illes Balears / Islas Baleares,ES53,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,794.3,,,,
Illes Balears / Islas Baleares,ES53,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1469.3,,,,
Illes Balears / Islas Baleares,ES53,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,772.7,,,,
Illes Balears / Islas Baleares,ES53,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,696.6,,,,
Andalucía,ES61,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,12438.2,,,,
Andalucía,ES61,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6778.2,,,,
Andalucía,ES61,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5660.0,,,,
Andalucía,ES61,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,9057.9,,,,
Andalucía,ES61,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5150.8,,,,
Andalucía,ES61,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3907.1,,,,
Andalucía,ES61,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,12826.9,,,,
Andalucía,ES61,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7148.9,,,,
Andalucía,ES61,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5678,,,,
Andalucía,ES61,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,9522.9,,,,
Andalucía,ES61,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,5388.9,,,,
Andalucía,ES61,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4134,,,,
Andalucía,ES61,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,14952.1,,,,
Andalucía,ES61,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8221.4,,,,
Andalucía,ES61,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6730.7,,,,
Andalucía,ES61,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,11258.3,,,,
Andalucía,ES61,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,6440.9,,,,
Andalucía,ES61,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4817.4,,,,
Región de Murcia,ES62,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,3657.2,,,,
Región de Murcia,ES62,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2075.3,,,,
Región de Murcia,ES62,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1581.9,,,,
Región de Murcia,ES62,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3088.7,,,,
Región de Murcia,ES62,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1817.6,,,,
Región de Murcia,ES62,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1271.1,,,,
Región de Murcia,ES62,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,3718.6,,,,
Región de Murcia,ES62,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2103.5,,,,
Región de Murcia,ES62,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1615.1,,,,
Región de Murcia,ES62,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3138.3,,,,
Región de Murcia,ES62,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1842.6,,,,
Región de Murcia,ES62,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1295.7,,,,
Región de Murcia,ES62,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,3790.5,,,,
Región de Murcia,ES62,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2150.6,,,,
Región de Murcia,ES62,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1639.9,,,,
Región de Murcia,ES62,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3188.9,,,,
Región de Murcia,ES62,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1861.2,,,,
Región de Murcia,ES62,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1327.7,,,,
Ciudad Autónoma de Ceuta,ES63,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2023,2023,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Ceuta,ES63,2023,2023,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2021,2021,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2021,2021,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2021,2021,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2022,2022,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2022,2022,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2022,2022,Mujeres,F,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,
Ciudad Autónoma de Melilla,ES64,2023,2023,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,
